1,20.0,J?`af?{]ar?
2,20.0,J?`ad`hVeY?
3,20.0,J?`aeQsmRl?
4,20.0,J?`aaiWjCM_
5,20.0,J?`aaiskfB?
6,20.0,J?`adY{{fi?
7,20.0,J?`fF`wfbu?
