1,20.0,J?bERIwNR{?
2,20.0,J?bEHppJj{?
3,20.0,J?bEJpw}DJ_
4,20.0,J?bFbXl}D{?
5,20.0,J?`bCqW}C{_
6,20.0,J?`bEqktd{?
7,20.0,J?`bF~}~f{?
