1,20.0,J?B@`YWkci?
2,20.0,J?B@dXw]M{?
3,20.0,J?BFDqsUvw?
4,20.0,J?BDf?[]K}?
5,20.0,J?BDdbK[eW_
6,20.0,J?BDbpm^E{?
